,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,jpg_url,img_num,p1,p1_conf,p2,p2_conf,p3,p3_conf,created_at,favourites_count,retweet_count,retweeted,dog_stage
321,827600520311402496,,,2017-02-03 19:31:54,http://twitter.com/download,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,https://twitter.com/dog_rates/status/827600520311402496/photo/1,13,10,Tucker,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,1.0,pembroke,0.32563800000000004,pembroke,0.317235,pembroke,0.116087,2017-02-03 19:31:54,130386,1062,False,
322,827324948884643840,,,2017-02-03 01:16:53,http://twitter.com/download,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",https://twitter.com/dog_rates/status/827324948884643840/photo/1,12,10,Ralphie,https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,1.0,golden retriever,0.352486,golden retriever,0.178884,golden retriever,0.08416439999999999,2017-02-03 01:16:53,130386,3438,False,
323,827199976799354881,,,2017-02-02 17:00:17,http://twitter.com/download,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,"https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1",13,10,Charlie,https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg,4.0,great dane,0.8696809999999999,great dane,0.0266582,great dane,0.0198661,2017-02-02 17:00:17,130386,2525,False,
325,826848821049180160,,,2017-02-01 17:44:55,http://twitter.com/download,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,"https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1",13,10,Cupid,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4.0,great pyrenees,0.858764,great pyrenees,0.0235257,great pyrenees,0.017103900000000002,2017-02-01 17:44:55,130386,11613,False,doggo
328,826476773533745153,,,2017-01-31 17:06:32,http://twitter.com/download,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,https://twitter.com/dog_rates/status/826476773533745153/photo/1,12,10,Pilot,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1.0,german shepherd,0.7418600000000001,german shepherd,0.122812,german shepherd,0.10046,2017-01-31 17:06:32,130386,4735,False,doggo
329,826240494070030336,,,2017-01-31 01:27:39,http://twitter.com/download,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C,https://twitter.com/dog_rates/status/826240494070030336/photo/1,11,10,,https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,1.0,french bulldog,0.903048,french bulldog,0.0962421,french bulldog,0.000234364,2017-01-31 01:27:39,130386,2921,False,
330,826204788643753985,,,2017-01-30 23:05:46,http://twitter.com/download,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX","http://us.blastingnews.com/news/2017/01/kentucky-teen-helps-lost-yellow-labrador-and-gets-a-huge-surprise-001431969.html?sbdht=_pM1QUzk3wsenGU1giO7UnJ5NGGiKRW9AD5xs2MkaDpYY13JxbtKE4w2_,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1",13,10,,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,2.0,labrador retriever,0.782058,labrador retriever,0.156581,labrador retriever,0.00727512,2017-01-30 23:05:46,130386,1059,False,doggo
333,825829644528148480,,,2017-01-29 22:15:05,http://twitter.com/download,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,"https://twitter.com/dog_rates/status/825829644528148480/photo/1,https://twitter.com/dog_rates/status/825829644528148480/photo/1",12,10,Toby,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,2.0,great pyrenees,0.8534069999999999,great pyrenees,0.0535313,great pyrenees,0.045829900000000014,2017-01-29 22:15:05,130386,2809,False,
334,825535076884762624,,,2017-01-29 02:44:34,http://twitter.com/download,Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvingly https://t.co/6ao80wIpV1,https://twitter.com/dog_rates/status/825535076884762624/photo/1,14,10,,https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,1.0,rottweiler,0.681495,rottweiler,0.14794000000000002,rottweiler,0.0245252,2017-01-29 02:44:34,130386,19414,False,puppo
335,825147591692263424,,,2017-01-28 01:04:51,http://twitter.com/download,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,https://twitter.com/dog_rates/status/825147591692263424/photo/1,13,10,Sweet,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,1.0,pekinese,0.354823,pekinese,0.24539,pekinese,0.136545,2017-01-28 01:04:51,130386,5165,False,
336,825026590719483904,,,2017-01-27 17:04:02,http://twitter.com/download,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc","https://www.gofundme.com/my-puppys-double-cataract-surgery,https://twitter.com/dog_rates/status/825026590719483904/photo/1,https://twitter.com/dog_rates/status/825026590719483904/photo/1",12,10,Pablo,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,2.0,eskimo dog,0.524454,eskimo dog,0.467678,eskimo dog,0.00497584,2017-01-27 17:04:02,130386,1455,False,puppo
337,824775126675836928,,,2017-01-27 00:24:48,http://twitter.com/download,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling https://t.co/F0VWg2GztI,"https://twitter.com/dog_rates/status/824775126675836928/photo/1,https://twitter.com/dog_rates/status/824775126675836928/photo/1",12,10,Scooter,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,1.0,border terrier,0.610499,border terrier,0.0902912,border terrier,0.0686247,2017-01-27 00:24:48,130386,3987,False,
338,824663926340194305,,,2017-01-26 17:02:56,http://twitter.com/download,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM,https://twitter.com/dog_rates/status/824663926340194305/photo/1,13,10,Wilson,https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,1.0,english setter,0.526488,english setter,0.402815,english setter,0.034417800000000005,2017-01-26 17:02:56,130386,1959,False,
339,824325613288833024,,,2017-01-25 18:38:36,http://twitter.com/download,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,https://twitter.com/dog_rates/status/824325613288833024/photo/1,13,10,,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,1.0,pembroke,0.990793,pembroke,0.00891939,pembroke,0.000262264,2017-01-25 18:38:36,130386,11690,False,pupper
342,823939628516474880,,,2017-01-24 17:04:50,http://twitter.com/download,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,https://twitter.com/dog_rates/status/823939628516474880/photo/1,12,10,Cash,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,1.0,schipperke,0.23407600000000006,schipperke,0.193093,schipperke,0.0951966,2017-01-24 17:04:50,130386,3065,False,
348,822872901745569793,,,2017-01-21 18:26:02,http://twitter.com/download,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc,https://twitter.com/dog_rates/status/822872901745569793/photo/1,13,10,,https://pbs.twimg.com/media/C2tugXLXgAArJO4.jpg,1.0,lakeland terrier,0.196015,lakeland terrier,0.160329,lakeland terrier,0.0691262,2017-01-21 18:26:02,130386,49736,False,puppo
349,822859134160621569,,,2017-01-21 17:31:20,http://twitter.com/download,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 https://t.co/SSQE06XClS,https://twitter.com/dog_rates/status/822859134160621569/photo/1,12,10,Hobbes,https://pbs.twimg.com/media/C2tiAzGXgAIFdqi.jpg,1.0,malinois,0.332897,malinois,0.104116,malinois,0.047745,2017-01-21 17:31:20,130386,2582,False,
350,822610361945911296,,,2017-01-21 01:02:48,http://twitter.com/download,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10 https://t.co/mcagPeENIh,https://twitter.com/dog_rates/status/822610361945911296/photo/1,12,10,,https://pbs.twimg.com/media/C2p_wQyXEAELtvS.jpg,1.0,cocker spaniel,0.6644869999999999,cocker spaniel,0.075089,cocker spaniel,0.0596439,2017-01-21 01:02:48,130386,3355,False,
351,822489057087389700,,,2017-01-20 17:00:46,http://twitter.com/download,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,"https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1",13,10,Paisley,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,1.0,samoyed,0.416769,samoyed,0.252706,samoyed,0.157028,2017-01-20 17:00:46,130386,7248,False,
352,822462944365645825,,,2017-01-20 15:17:01,http://twitter.com/download,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO","https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1",14,10,Gabe,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,3.0,pomeranian,0.960199,pomeranian,0.0230563,pomeranian,0.00894488,2017-01-20 15:17:01,130386,16796,False,pupper
354,821886076407029760,,,2017-01-19 01:04:45,http://twitter.com/download,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,https://twitter.com/dog_rates/status/821886076407029760/photo/1,13,10,Jimison,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,1.0,golden retriever,0.26623800000000003,golden retriever,0.223325,golden retriever,0.151631,2017-01-19 01:04:45,130386,2647,False,
355,821765923262631936,,,2017-01-18 17:07:18,http://twitter.com/download,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://twitter.com/dog_rates/status/821765923262631936/photo/1,13,10,Duchess,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1.0,golden retriever,0.980071,golden retriever,0.00875751,golden retriever,0.00180595,2017-01-18 17:07:18,130386,1874,False,doggo
356,821522889702862852,,,2017-01-18 01:01:34,http://twitter.com/download,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself https://t.co/IzcaR3Nqyn,https://twitter.com/dog_rates/status/821522889702862852/photo/1,13,10,Harlso,https://pbs.twimg.com/media/C2aitIUXAAAG-Wi.jpg,1.0,doberman,0.7635390000000001,doberman,0.136602,doberman,0.08765389999999999,2017-01-18 01:01:34,130386,1999,False,
357,821407182352777218,,,2017-01-17 17:21:47,http://twitter.com/download,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,https://twitter.com/dog_rates/status/821407182352777218/video/1,14,10,Sundance,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1.0,irish setter,0.5054960000000001,irish setter,0.168747,irish setter,0.111311,2017-01-17 17:21:47,130386,4950,False,doggo
359,821149554670182400,,,2017-01-17 00:18:04,http://twitter.com/download,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2,https://twitter.com/dog_rates/status/821149554670182400/video/1,12,10,Luca,https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg,1.0,german shepherd,0.515933,german shepherd,0.203651,german shepherd,0.0910551,2017-01-17 00:18:04,130386,2278,False,
360,821107785811234820,,,2017-01-16 21:32:06,http://twitter.com/download,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,https://twitter.com/dog_rates/status/821107785811234820/photo/1,11,10,,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,1.0,pomeranian,0.85659,pomeranian,0.0385365,pomeranian,0.0331458,2017-01-16 21:32:06,130386,2425,False,doggo
361,821044531881721856,,,2017-01-16 17:20:45,http://twitter.com/download,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu,https://twitter.com/dog_rates/status/821044531881721856/photo/1,12,10,Flash,https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg,1.0,old english sheepdog,0.14802,old english sheepdog,0.133534,old english sheepdog,0.120903,2017-01-16 17:20:45,130386,2589,False,
362,820749716845686786,,,2017-01-15 21:49:15,http://twitter.com/download,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1,"https://twitter.com/dog_rates/status/820749716845686786/photo/1,https://twitter.com/dog_rates/status/820749716845686786/photo/1",13,10,Sunny,https://pbs.twimg.com/media/C2PjgjQXcAAc4Uu.jpg,2.0,golden retriever,0.8380120000000001,golden retriever,0.0567331,golden retriever,0.0239436,2017-01-15 21:49:15,130386,11284,False,
363,820690176645140481,,,2017-01-15 17:52:40,http://twitter.com/download,The floofs have been released I repeat the floofs have been released. 84/70 https://t.co/NIYC820tmd,"https://twitter.com/dog_rates/status/820690176645140481/photo/1,https://twitter.com/dog_rates/status/820690176645140481/photo/1,https://twitter.com/dog_rates/status/820690176645140481/photo/1",84,10,,https://pbs.twimg.com/media/C2OtWr0VQAEnS9r.jpg,2.0,west highland white terrier,0.872064,west highland white terrier,0.0595259,west highland white terrier,0.0373996,2017-01-15 17:52:40,130386,3654,False,
364,820314633777061888,,,2017-01-14 17:00:24,http://twitter.com/download,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl https://t.co/ZNIkkHgtYE","https://www.loveyourmelon.com/pages/ourstory,https://twitter.com/dog_rates/status/820314633777061888/photo/1,https://twitter.com/dog_rates/status/820314633777061888/photo/1,https://twitter.com/dog_rates/status/820314633777061888/photo/1",14,10,,https://pbs.twimg.com/media/C2JXyARUAAE4gbL.jpg,2.0,gordon setter,0.940724,gordon setter,0.0420412,gordon setter,0.00941743,2017-01-14 17:00:24,130386,639,False,
366,819952236453363712,,,2017-01-13 17:00:21,http://twitter.com/download,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb","https://www.gofundme.com/servicedogoliver,https://twitter.com/dog_rates/status/819952236453363712/photo/1",13,10,Oliver,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,1.0,american staffordshire terrier,0.925505,american staffordshire terrier,0.0362215,american staffordshire terrier,0.020411900000000004,2017-01-13 17:00:21,130386,1339,False,puppo
369,819588359383371776,,,2017-01-12 16:54:26,http://twitter.com/download,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,https://twitter.com/dog_rates/status/819588359383371776/photo/1,13,10,Jazzy,https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,1.0,cardigan,0.5479350000000001,cardigan,0.116442,cardigan,0.101681,2017-01-12 16:54:26,130386,2232,False,
370,819347104292290561,,,2017-01-12 00:55:47,http://twitter.com/download,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W,"https://twitter.com/dog_rates/status/819347104292290561/photo/1,https://twitter.com/dog_rates/status/819347104292290561/photo/1,https://twitter.com/dog_rates/status/819347104292290561/photo/1",12,10,Anna,https://pbs.twimg.com/media/C17n1nrWQAIErU3.jpg,3.0,rottweiler,0.909106,rottweiler,0.0441198,rottweiler,0.0318349,2017-01-12 00:55:47,130386,1362,False,
372,819227688460238848,,,2017-01-11 17:01:16,http://twitter.com/download,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,https://twitter.com/dog_rates/status/819227688460238848/photo/1,12,10,Finn,https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,1.0,border terrier,0.4824520000000001,border terrier,0.181082,border terrier,0.0652566,2017-01-11 17:01:16,130386,7590,False,
374,819004803107983360,,,2017-01-11 02:15:36,http://twitter.com/download,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,"https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1",14,10,Bo,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1.0,standard poodle,0.351308,standard poodle,0.271929,standard poodle,0.0947592,2017-01-11 02:15:36,130386,41476,False,doggo
376,818614493328580609,,,2017-01-10 00:24:38,http://twitter.com/download,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8,"https://twitter.com/dog_rates/status/818614493328580609/photo/1,https://twitter.com/dog_rates/status/818614493328580609/photo/1,https://twitter.com/dog_rates/status/818614493328580609/photo/1,https://twitter.com/dog_rates/status/818614493328580609/photo/1",12,10,Bear,https://pbs.twimg.com/media/C1xNgraVIAA3EVb.jpg,4.0,chihuahua,0.450722,chihuahua,0.204177,chihuahua,0.092774,2017-01-10 00:24:38,130386,2928,False,
378,818259473185828864,,,2017-01-09 00:53:55,http://twitter.com/download,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,https://twitter.com/dog_rates/status/818259473185828864/photo/1,12,10,Florence,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,1.0,miniature schnauzer,0.367368,miniature schnauzer,0.112479,miniature schnauzer,0.095434,2017-01-09 00:53:55,130386,2580,False,
379,818145370475810820,,,2017-01-08 17:20:31,http://twitter.com/download,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 https://t.co/JlPug12E5Z,"https://twitter.com/dog_rates/status/818145370475810820/photo/1,https://twitter.com/dog_rates/status/818145370475810820/photo/1,https://twitter.com/dog_rates/status/818145370475810820/photo/1",11,10,Autumn,https://pbs.twimg.com/media/C1qi26rW8AMaj9K.jpg,1.0,golden retriever,0.621931,golden retriever,0.364997,golden retriever,0.00397148,2017-01-08 17:20:31,130386,2952,False,
381,817827839487737858,,,2017-01-07 20:18:46,http://twitter.com/download,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt) https://t.co/q2BgNIi3OA,https://twitter.com/dog_rates/status/817827839487737858/video/1,13,10,Buddy,https://pbs.twimg.com/ext_tw_video_thumb/817827663108771841/pu/img/e9oi839RGWJR37jF.jpg,1.0,cocker spaniel,0.387608,cocker spaniel,0.264844,cocker spaniel,0.122123,2017-01-07 20:18:46,130386,30783,False,
382,817777686764523521,,,2017-01-07 16:59:28,http://twitter.com/download,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",https://twitter.com/dog_rates/status/817777686764523521/video/1,13,10,Dido,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,1.0,curly coated retriever,0.733256,curly coated retriever,0.214145,curly coated retriever,0.029769,2017-01-07 16:59:28,130386,3030,False,doggopupper
383,817536400337801217,,,2017-01-07 01:00:41,http://twitter.com/download,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time https://t.co/jQUdvtdYMu","https://twitter.com/dog_rates/status/817536400337801217/photo/1,https://twitter.com/dog_rates/status/817536400337801217/photo/1,https://twitter.com/dog_rates/status/817536400337801217/photo/1,https://twitter.com/dog_rates/status/817536400337801217/photo/1",12,10,Eugene,https://pbs.twimg.com/media/C1h4_MEXUAARxQF.jpg,2.0,pug,0.971358,pug,0.0285185,pug,8.596979999999999e-05,2017-01-07 01:00:41,130386,3449,False,
385,817415592588222464,,,2017-01-06 17:00:38,http://twitter.com/download,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

https://t.co/3uxgLz8d0l https://t.co/O0ECL1StB2","https://www.gofundme.com/help-strudel-walk-again?rcid=ec2be8b6f825461f8ee0fd5dcdf43fea,https://twitter.com/dog_rates/status/817415592588222464/photo/1",11,10,Strudel,https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg,1.0,doberman,0.806163,doberman,0.0973859,doberman,0.0859928,2017-01-06 17:00:38,130386,1100,False,
386,817171292965273600,,,2017-01-06 00:49:53,http://twitter.com/download,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw,https://twitter.com/dog_rates/status/817171292965273600/photo/1,13,10,Tebow,https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,1.0,golden retriever,0.295483,golden retriever,0.144431,golden retriever,0.07787899999999999,2017-01-06 00:49:53,130386,2282,False,
387,817120970343411712,,,2017-01-05 21:29:55,http://twitter.com/download,Name a more iconic quartet... I'll wait. 13/10 for all https://t.co/kCLgD8687T,https://twitter.com/dog_rates/status/817120970343411712/photo/1,13,10,,https://pbs.twimg.com/media/C1b_LSYUsAAJ494.jpg,1.0,saluki,0.568809,saluki,0.229352,saluki,0.15713,2017-01-05 21:29:55,130386,2964,False,
388,817056546584727552,,,2017-01-05 17:13:55,http://twitter.com/download,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH,https://twitter.com/dog_rates/status/817056546584727552/photo/1,11,10,Chloe,https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg,1.0,kelpie,0.8644149999999999,kelpie,0.0974556,kelpie,0.00852587,2017-01-05 17:13:55,130386,1882,False,
389,816816676327063552,,,2017-01-05 01:20:46,http://twitter.com/download,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9,https://twitter.com/dog_rates/status/816816676327063552/photo/1,12,10,Timber,https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,1.0,malamute,0.668164,malamute,0.105033,malamute,0.077875,2017-01-05 01:20:46,130386,2320,False,
390,816697700272001025,,,2017-01-04 17:27:59,http://twitter.com/download,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well https://t.co/WFt82XLyEF,"https://twitter.com/dog_rates/status/816697700272001025/photo/1,https://twitter.com/dog_rates/status/816697700272001025/photo/1",12,10,Binky,https://pbs.twimg.com/media/C1V-K63UAAEUHqw.jpg,1.0,chihuahua,0.756992,chihuahua,0.0528495,chihuahua,0.047607800000000006,2017-01-04 17:27:59,130386,2497,False,
392,816336735214911488,,,2017-01-03 17:33:39,http://twitter.com/download,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY,https://twitter.com/dog_rates/status/816336735214911488/photo/1,11,10,Dudley,https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,1.0,labrador retriever,0.91933,labrador retriever,0.0494795,labrador retriever,0.0119342,2017-01-03 17:33:39,130386,2229,False,
393,816091915477250048,,,2017-01-03 01:20:49,http://twitter.com/download,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi,"https://twitter.com/dog_rates/status/816091915477250048/photo/1,https://twitter.com/dog_rates/status/816091915477250048/photo/1,https://twitter.com/dog_rates/status/816091915477250048/photo/1,https://twitter.com/dog_rates/status/816091915477250048/photo/1",12,10,Comet,https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg,3.0,pomeranian,0.967345,pomeranian,0.00739748,pomeranian,0.0060165,2017-01-03 01:20:49,130386,2451,False,
394,815990720817401858,,,2017-01-02 18:38:42,http://twitter.com/download,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://t.co/r4W111FzAq https://t.co/fQpYuMKG3p","https://www.gofundme.com/surgeryforjacktheminpin,https://twitter.com/dog_rates/status/815990720817401858/photo/1",11,10,Jack,https://pbs.twimg.com/media/C1L7OVVWQAIQ6Tt.jpg,1.0,chihuahua,0.428756,chihuahua,0.103912,chihuahua,0.0889587,2017-01-02 18:38:42,130386,1189,False,
395,815966073409433600,,,2017-01-02 17:00:46,http://twitter.com/download,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,https://twitter.com/dog_rates/status/815966073409433600/video/1,13,10,,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,1.0,tibetan mastiff,0.506312,tibetan mastiff,0.29569,tibetan mastiff,0.0362507,2017-01-02 17:00:46,130386,9697,False,pupper
396,815736392542261248,,,2017-01-02 01:48:06,http://twitter.com/download,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0,"https://twitter.com/dog_rates/status/815736392542261248/photo/1,https://twitter.com/dog_rates/status/815736392542261248/photo/1,https://twitter.com/dog_rates/status/815736392542261248/photo/1,https://twitter.com/dog_rates/status/815736392542261248/photo/1",11,10,Akumi,https://pbs.twimg.com/media/C1IT6rVXUAIvwYT.jpg,3.0,border collie,0.5489069999999999,border collie,0.17852300000000002,border collie,0.146351,2017-01-02 01:48:06,130386,2578,False,
397,815639385530101762,,,2017-01-01 19:22:38,http://twitter.com/download,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm https://t.co/bLZuOh9sKy,https://twitter.com/dog_rates/status/815639385530101762/photo/1,12,10,Titan,https://pbs.twimg.com/media/C1G7sXyWIAA10eH.jpg,1.0,german shepherd,0.8179529999999999,german shepherd,0.140007,german shepherd,0.0248209,2017-01-01 19:22:38,130386,1875,False,
399,814986499976527872,,,2016-12-31 00:08:17,http://twitter.com/download,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,https://twitter.com/dog_rates/status/814986499976527872/photo/1,11,10,Cooper,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,1.0,dalmatian,0.999828,dalmatian,6.78061e-05,dalmatian,3.42436e-05,2016-12-31 00:08:17,130386,1480,False,pupper
